Date,Reservoirs,Watershed,Storage (BG),Capacity (BG),Outflow (BGD),Outflow (MGD),
02/02/2019,New Croton,Croton System,0,19.0,0.3894,389.4,
02/03/2019,New Croton,Croton System,0,19.0,0.3835,383.5,
02/04/2019,New Croton,Croton System,0,19.0,0.4479,447.9,
02/05/2019,New Croton,Croton System,0,19.0,0.5051,505.1,
02/06/2019,New Croton,Croton System,0,19.0,0.6156,615.6,
02/07/2019,New Croton,Croton System,0,19.0,0.9490,949.0,
02/08/2019,New Croton,Croton System,0,19.0,0.9360,936.0,
02/09/2019,New Croton,Croton System,0,19.0,0.8580,858.0,
02/10/2019,New Croton,Croton System,0,19.0,0.7410,741.0,
02/11/2019,New Croton,Croton System,0,19.0,0.7345,734.5,
02/12/2019,New Croton,Croton System,0,19.0,0.7085,708.5,
02/13/2019,New Croton,Croton System,0,19.0,0.6890,689.0,
02/14/2019,New Croton,Croton System,0,19.0,0.5837,583.7,
02/15/2019,New Croton,Croton System,0,19.0,0.5421,542.1,
02/16/2019,New Croton,Croton System,0,19.0,0.5863,586.3,
02/17/2019,New Croton,Croton System,0,19.0,0.5538,553.8,
02/18/2019,New Croton,Croton System,0,19.0,0.5382,538.2,
02/19/2019,New Croton,Croton System,0,19.0,0.5590,559.0,
02/20/2019,New Croton,Croton System,0,19.0,0.6396,639.6,
02/21/2019,New Croton,Croton System,0,19.0,0.7865,786.5,
02/22/2019,New Croton,Croton System,0,19.0,0.8580,858.0,
02/23/2019,New Croton,Croton System,0,19.0,0.7215,721.5,
02/24/2019,New Croton,Croton System,0,19.0,0.7865,786.5,
02/25/2019,New Croton,Croton System,0,19.0,0.8840,884.0,
02/26/2019,New Croton,Croton System,0,19.0,0.7280,728.0,
02/27/2019,New Croton,Croton System,0,19.0,0.6123,612.3,
02/28/2019,New Croton,Croton System,0,19.0,0.5473,547.3,
03/01/2019,New Croton,Croton System,0,19.0,0.5051,505.1,
03/02/2019,New Croton,Croton System,0,19.0,0.5213,521.3,
03/03/2019,New Croton,Croton System,0,19.0,0.5584,558.4,
03/04/2019,New Croton,Croton System,0,19.0,0.7410,741.0,
03/05/2019,New Croton,Croton System,0,19.0,0.6429,642.9,
03/06/2019,New Croton,Croton System,0,19.0,0.4804,480.4,
03/07/2019,New Croton,Croton System,0,19.0,0.3536,353.6,
03/08/2019,New Croton,Croton System,0,19.0,0.2880,288.0,
03/09/2019,New Croton,Croton System,0,19.0,0.2860,286.0,
03/10/2019,New Croton,Croton System,0,19.0,0.4121,412.1,
03/11/2019,New Croton,Croton System,0,19.0,0.5194,519.4,
03/12/2019,New Croton,Croton System,0,19.0,0.5831,583.1,
03/13/2019,New Croton,Croton System,0,19.0,0.5005,500.5,
03/14/2019,New Croton,Croton System,0,19.0,0.4940,494.0,
03/15/2019,New Croton,Croton System,0,19.0,0.5954,595.4,
03/16/2019,New Croton,Croton System,0,19.0,1.2610,1261.0,
03/17/2019,New Croton,Croton System,0,19.0,1.0985,1098.5,
03/18/2019,New Croton,Croton System,0,19.0,0.9295,929.5,
03/19/2019,New Croton,Croton System,0,19.0,0.7280,728.0,
03/20/2019,New Croton,Croton System,0,19.0,0.6825,682.5,
03/21/2019,New Croton,Croton System,0,19.0,0.6955,695.5,
03/22/2019,New Croton,Croton System,0,19.0,0.9945,994.5,
03/23/2019,New Croton,Croton System,0,19.0,0.9490,949.0,
03/24/2019,New Croton,Croton System,0,19.0,0.7800,780.0,
03/25/2019,New Croton,Croton System,0,19.0,0.7085,708.5,
03/26/2019,New Croton,Croton System,0,19.0,0.6500,650.0,
03/27/2019,New Croton,Croton System,0,19.0,0.5772,577.2,
03/28/2019,New Croton,Croton System,0,19.0,0.5330,533.0,
03/29/2019,New Croton,Croton System,0,19.0,0.4999,499.9,
03/30/2019,New Croton,Croton System,0,19.0,0.4771,477.1,
03/31/2019,New Croton,Croton System,0,19.0,0.4622,462.2,
04/01/2019,New Croton,Croton System,0,19.0,0.4778,477.8,
04/02/2019,New Croton,Croton System,0,19.0,0.4271,427.1,
04/03/2019,New Croton,Croton System,0,19.0,0.3822,382.2,
04/04/2019,New Croton,Croton System,0,19.0,0.3582,358.2,
04/05/2019,New Croton,Croton System,0,19.0,0.3497,349.7,
04/06/2019,New Croton,Croton System,0,19.0,0.4076,407.6,
04/07/2019,New Croton,Croton System,0,19.0,0.3900,390.0,
04/08/2019,New Croton,Croton System,0,19.0,0.4050,405.0,
04/09/2019,New Croton,Croton System,0,19.0,0.3978,397.8,
04/10/2019,New Croton,Croton System,0,19.0,0.3920,392.0,
04/11/2019,New Croton,Croton System,0,19.0,0.3614,361.4,
04/12/2019,New Croton,Croton System,0,19.0,0.3569,356.9,
04/13/2019,New Croton,Croton System,0,19.0,0.8580,858.0,
04/14/2019,New Croton,Croton System,0,19.0,0.9230,923.0,
04/15/2019,New Croton,Croton System,0,19.0,1.0595,1059.5,
04/16/2019,New Croton,Croton System,0,19.0,1.0660,1066.0,
04/17/2019,New Croton,Croton System,0,19.0,0.8515,851.5,
04/18/2019,New Croton,Croton System,0,19.0,0.7800,780.0,
04/19/2019,New Croton,Croton System,0,19.0,0.7540,754.0,
04/20/2019,New Croton,Croton System,0,19.0,1.1505,1150.5,
04/21/2019,New Croton,Croton System,0,19.0,1.3975,1397.5,
04/22/2019,New Croton,Croton System,0,19.0,1.1635,1163.5,
04/23/2019,New Croton,Croton System,0,19.0,1.1440,1144.0,
04/24/2019,New Croton,Croton System,0,19.0,1.0270,1027.0,
04/25/2019,New Croton,Croton System,0,19.0,0.8515,851.5,
04/26/2019,New Croton,Croton System,0,19.0,0.8840,884.0,
04/27/2019,New Croton,Croton System,0,19.0,1.2090,1209.0,
04/28/2019,New Croton,Croton System,0,19.0,1.1895,1189.5,
04/29/2019,New Croton,Croton System,0,19.0,1.0660,1066.0,
04/30/2019,New Croton,Croton System,0,19.0,0.9620,962.0,
05/01/2019,New Croton,Croton System,0,19.0,0.8775,877.5,
05/02/2019,New Croton,Croton System,0,19.0,0.8450,845.0,
05/03/2019,New Croton,Croton System,0,19.0,0.8190,819.0,
05/04/2019,New Croton,Croton System,0,19.0,0.8125,812.5,
05/05/2019,New Croton,Croton System,0,19.0,0.8905,890.5,
05/06/2019,New Croton,Croton System,0,19.0,1.2155,1215.5,
05/07/2019,New Croton,Croton System,0,19.0,1.0270,1027.0,
05/08/2019,New Croton,Croton System,0,19.0,0.8450,845.0,
05/09/2019,New Croton,Croton System,0,19.0,0.7280,728.0,
05/10/2019,New Croton,Croton System,0,19.0,0.6695,669.5,
05/11/2019,New Croton,Croton System,0,19.0,0.6760,676.0,
05/12/2019,New Croton,Croton System,0,19.0,0.8970,897.0,
05/13/2019,New Croton,Croton System,0,19.0,1.2870,1287.0,
05/14/2019,New Croton,Croton System,0,19.0,1.4755,1475.5,
05/15/2019,New Croton,Croton System,0,19.0,1.3195,1319.5,
05/16/2019,New Croton,Croton System,0,19.0,1.1635,1163.5,
05/17/2019,New Croton,Croton System,0,19.0,0.9945,994.5,
05/18/2019,New Croton,Croton System,0,19.0,0.8645,864.5,
05/19/2019,New Croton,Croton System,0,19.0,0.7800,780.0,
05/20/2019,New Croton,Croton System,0,19.0,0.9685,968.5,
05/21/2019,New Croton,Croton System,0,19.0,0.9945,994.5,
05/22/2019,New Croton,Croton System,0,19.0,0.8450,845.0,
05/23/2019,New Croton,Croton System,0,19.0,0.7410,741.0,
05/24/2019,New Croton,Croton System,0,19.0,0.7020,702.0,
05/25/2019,New Croton,Croton System,0,19.0,0.6429,642.9,
05/26/2019,New Croton,Croton System,0,19.0,0.6325,632.5,
05/27/2019,New Croton,Croton System,0,19.0,0.5967,596.7,
05/28/2019,New Croton,Croton System,0,19.0,0.5597,559.7,
05/29/2019,New Croton,Croton System,0,19.0,0.7150,715.0,
05/30/2019,New Croton,Croton System,0,19.0,1.0725,1072.5,
05/31/2019,New Croton,Croton System,0,19.0,0.9815,981.5,
06/01/2019,New Croton,Croton System,0,19.0,0.6760,676.0,
06/02/2019,New Croton,Croton System,0,19.0,0.5363,536.3,
06/03/2019,New Croton,Croton System,0,19.0,0.4622,462.2,
06/04/2019,New Croton,Croton System,0,19.0,0.3757,375.7,
06/05/2019,New Croton,Croton System,0,19.0,0.3159,315.9,
06/06/2019,New Croton,Croton System,0,19.0,0.2977,297.7,
06/07/2019,New Croton,Croton System,0,19.0,0.2659,265.9,
06/08/2019,New Croton,Croton System,0,19.0,0.2418,241.8,
06/09/2019,New Croton,Croton System,0,19.0,0.2015,201.5,
06/10/2019,New Croton,Croton System,0,19.0,0.1905,190.5,
06/11/2019,New Croton,Croton System,0,19.0,0.2698,269.8,
06/12/2019,New Croton,Croton System,0,19.0,0.2594,259.4,
06/13/2019,New Croton,Croton System,0,19.0,0.2782,278.2,
06/14/2019,New Croton,Croton System,0,19.0,0.2847,284.7,
06/15/2019,New Croton,Croton System,0,19.0,0.2360,236.0,
06/16/2019,New Croton,Croton System,0,19.0,0.2113,211.3,
06/17/2019,New Croton,Croton System,0,19.0,0.2067,206.7,
06/18/2019,New Croton,Croton System,0,19.0,0.3757,375.7,
06/19/2019,New Croton,Croton System,0,19.0,0.7670,767.0,
06/20/2019,New Croton,Croton System,0,19.0,0.6039,603.9,
06/21/2019,New Croton,Croton System,0,19.0,0.4830,483.0,
06/22/2019,New Croton,Croton System,0,19.0,0.3952,395.2,
06/23/2019,New Croton,Croton System,0,19.0,0.3289,328.9,
06/24/2019,New Croton,Croton System,0,19.0,0.2899,289.9,
06/25/2019,New Croton,Croton System,0,19.0,0.2834,283.4,
06/26/2019,New Croton,Croton System,0,19.0,0.2958,295.8,
06/27/2019,New Croton,Croton System,0,19.0,0.2444,244.4,
06/28/2019,New Croton,Croton System,0,19.0,0.1944,194.4,
06/29/2019,New Croton,Croton System,0,19.0,0.1515,151.5,
06/30/2019,New Croton,Croton System,0,19.0,0.1443,144.3,
07/01/2019,New Croton,Croton System,0,19.0,0.1502,150.2,
07/02/2019,New Croton,Croton System,0,19.0,0.1359,135.9,
07/03/2019,New Croton,Croton System,0,19.0,0.0930,93.0,
07/04/2019,New Croton,Croton System,0,19.0,0.0949,94.9,
07/05/2019,New Croton,Croton System,0,19.0,0.0923,92.3,
07/06/2019,New Croton,Croton System,0,19.0,0.1105,110.5,
07/07/2019,New Croton,Croton System,0,19.0,0.1352,135.2,
07/08/2019,New Croton,Croton System,0,19.0,0.1034,103.4,
07/09/2019,New Croton,Croton System,0,19.0,0.0956,95.6,
07/10/2019,New Croton,Croton System,0,19.0,0.0923,92.3,
07/11/2019,New Croton,Croton System,0,19.0,0.0982,98.2,
07/12/2019,New Croton,Croton System,0,19.0,0.1196,119.6,
07/13/2019,New Croton,Croton System,0,19.0,0.0995,99.5,
07/14/2019,New Croton,Croton System,0,19.0,0.0897,89.7,
07/15/2019,New Croton,Croton System,0,19.0,0.0832,83.2,
07/16/2019,New Croton,Croton System,0,19.0,0.0839,83.9,
07/17/2019,New Croton,Croton System,0,19.0,0.0910,91.0,
07/18/2019,New Croton,Croton System,0,19.0,0.1378,137.8,
07/19/2019,New Croton,Croton System,0,19.0,0.1112,111.2,
07/20/2019,New Croton,Croton System,0,19.0,0.0943,94.3,
07/21/2019,New Croton,Croton System,0,19.0,0.0878,87.8,
07/22/2019,New Croton,Croton System,0,19.0,0.1710,171.0,
07/23/2019,New Croton,Croton System,0,19.0,0.7930,793.0,
07/24/2019,New Croton,Croton System,0,19.0,0.5246,524.6,
07/25/2019,New Croton,Croton System,0,19.0,0.2691,269.1,
07/26/2019,New Croton,Croton System,0,19.0,0.1703,170.3,
07/27/2019,New Croton,Croton System,0,19.0,0.1281,128.1,
07/28/2019,New Croton,Croton System,0,19.0,0.1092,109.2,
07/29/2019,New Croton,Croton System,0,19.0,0.0975,97.5,
07/30/2019,New Croton,Croton System,0,19.0,0.0936,93.6,
07/31/2019,New Croton,Croton System,0,19.0,0.0917,91.7,
08/01/2019,New Croton,Croton System,0,19.0,0.1170,117.0,
08/02/2019,New Croton,Croton System,0,19.0,0.1040,104.0,
08/03/2019,New Croton,Croton System,0,19.0,0.1190,119.0,
08/04/2019,New Croton,Croton System,0,19.0,0.4082,408.2,
08/05/2019,New Croton,Croton System,0,19.0,0.2620,262.0,
08/06/2019,New Croton,Croton System,0,19.0,0.1593,159.3,
08/07/2019,New Croton,Croton System,0,19.0,0.1437,143.7,
08/08/2019,New Croton,Croton System,0,19.0,0.1742,174.2,
08/09/2019,New Croton,Croton System,0,19.0,0.1469,146.9,
08/10/2019,New Croton,Croton System,0,19.0,0.1164,116.4,
08/11/2019,New Croton,Croton System,0,19.0,0.0962,96.2,
08/12/2019,New Croton,Croton System,0,19.0,0.0904,90.4,
08/13/2019,New Croton,Croton System,0,19.0,0.1092,109.2,
08/14/2019,New Croton,Croton System,0,19.0,0.1112,111.2,
08/15/2019,New Croton,Croton System,0,19.0,0.1001,100.1,
08/16/2019,New Croton,Croton System,0,19.0,0.0897,89.7,
08/17/2019,New Croton,Croton System,0,19.0,0.0930,93.0,
08/18/2019,New Croton,Croton System,0,19.0,0.1502,150.2,
08/19/2019,New Croton,Croton System,0,19.0,0.1261,126.1,
08/20/2019,New Croton,Croton System,0,19.0,0.1144,114.4,
08/21/2019,New Croton,Croton System,0,19.0,0.0975,97.5,
08/22/2019,New Croton,Croton System,0,19.0,0.1047,104.7,
08/23/2019,New Croton,Croton System,0,19.0,0.1398,139.8,
08/24/2019,New Croton,Croton System,0,19.0,0.1203,120.3,
08/25/2019,New Croton,Croton System,0,19.0,0.1014,101.4,
08/26/2019,New Croton,Croton System,0,19.0,0.0767,76.7,
08/27/2019,New Croton,Croton System,0,19.0,0.0722,72.2,
08/28/2019,New Croton,Croton System,0,19.0,0.0858,85.8,
08/29/2019,New Croton,Croton System,0,19.0,0.1105,110.5,
08/30/2019,New Croton,Croton System,0,19.0,0.0936,93.6,
08/31/2019,New Croton,Croton System,0,19.0,0.0858,85.8,
09/01/2019,New Croton,Croton System,0,19.0,0.0806,80.6,
09/02/2019,New Croton,Croton System,0,19.0,0.0787,78.7,
09/03/2019,New Croton,Croton System,0,19.0,0.0969,96.9,
09/04/2019,New Croton,Croton System,0,19.0,0.0891,89.1,
09/05/2019,New Croton,Croton System,0,19.0,0.0865,86.5,
09/06/2019,New Croton,Croton System,0,19.0,0.0897,89.7,
09/07/2019,New Croton,Croton System,0,19.0,0.0793,79.3,
09/08/2019,New Croton,Croton System,0,19.0,0.0787,78.7,
09/09/2019,New Croton,Croton System,0,19.0,0.0800,80.0,
09/10/2019,New Croton,Croton System,0,19.0,0.0826,82.6,
09/11/2019,New Croton,Croton System,0,19.0,0.0793,79.3,
09/12/2019,New Croton,Croton System,0,19.0,0.0865,86.5,
09/13/2019,New Croton,Croton System,0,19.0,0.0832,83.2,
09/14/2019,New Croton,Croton System,0,19.0,0.0800,80.0,
09/15/2019,New Croton,Croton System,0,19.0,0.0982,98.2,
09/16/2019,New Croton,Croton System,0,19.0,0.0936,93.6,
09/17/2019,New Croton,Croton System,0,19.0,0.0917,91.7,
09/18/2019,New Croton,Croton System,0,19.0,0.0819,81.9,
09/19/2019,New Croton,Croton System,0,19.0,0.0735,73.5,
09/20/2019,New Croton,Croton System,0,19.0,0.0748,74.8,
09/21/2019,New Croton,Croton System,0,19.0,0.0728,72.8,
09/22/2019,New Croton,Croton System,0,19.0,0.0780,78.0,
09/23/2019,New Croton,Croton System,0,19.0,0.0793,79.3,
09/24/2019,New Croton,Croton System,0,19.0,0.0806,80.6,
09/25/2019,New Croton,Croton System,0,19.0,0.0800,80.0,
09/26/2019,New Croton,Croton System,0,19.0,0.0780,78.0,
09/27/2019,New Croton,Croton System,0,19.0,0.0728,72.8,
09/28/2019,New Croton,Croton System,0,19.0,0.0793,79.3,
09/29/2019,New Croton,Croton System,0,19.0,0.0865,86.5,
09/30/2019,New Croton,Croton System,0,19.0,0.0787,78.7,
10/01/2019,New Croton,Croton System,0,19.0,0.0722,72.2,
10/02/2019,New Croton,Croton System,0,19.0,0.0748,74.8,
10/03/2019,New Croton,Croton System,0,19.0,0.0800,80.0,
10/04/2019,New Croton,Croton System,0,19.0,0.0761,76.1,
10/05/2019,New Croton,Croton System,0,19.0,0.0741,74.1,
10/06/2019,New Croton,Croton System,0,19.0,0.0735,73.5,
10/07/2019,New Croton,Croton System,0,19.0,0.0735,73.5,
10/08/2019,New Croton,Croton System,0,19.0,0.0735,73.5,
10/09/2019,New Croton,Croton System,0,19.0,0.0741,74.1,
10/10/2019,New Croton,Croton System,0,19.0,0.0741,74.1,
10/11/2019,New Croton,Croton System,0,19.0,0.0761,76.1,
10/12/2019,New Croton,Croton System,0,19.0,0.0748,74.8,
10/13/2019,New Croton,Croton System,0,19.0,0.0748,74.8,
10/14/2019,New Croton,Croton System,0,19.0,0.0754,75.4,
10/15/2019,New Croton,Croton System,0,19.0,0.0754,75.4,
10/16/2019,New Croton,Croton System,0,19.0,0.0384,38.4,
10/17/2019,New Croton,Croton System,0,19.0,0.3647,364.7,
10/18/2019,New Croton,Croton System,0,19.0,0.2867,286.7,
10/19/2019,New Croton,Croton System,0,19.0,0.1424,142.4,
10/20/2019,New Croton,Croton System,0,19.0,0.1027,102.7,
10/21/2019,New Croton,Croton System,0,19.0,0.1092,109.2,
10/22/2019,New Croton,Croton System,0,19.0,0.1073,107.3,
10/23/2019,New Croton,Croton System,0,19.0,0.1437,143.7,
10/24/2019,New Croton,Croton System,0,19.0,0.1320,132.0,
10/25/2019,New Croton,Croton System,0,19.0,0.1014,101.4,
10/26/2019,New Croton,Croton System,0,19.0,0.0852,85.2,
10/27/2019,New Croton,Croton System,0,19.0,0.1937,193.7,
10/28/2019,New Croton,Croton System,0,19.0,0.3614,361.4,
10/29/2019,New Croton,Croton System,0,19.0,0.2113,211.3,
10/30/2019,New Croton,Croton System,0,19.0,0.1391,139.1,
10/31/2019,New Croton,Croton System,0,19.0,0.2022,202.2,
11/01/2019,New Croton,Croton System,0,19.0,0.2613,261.3,
11/02/2019,New Croton,Croton System,0,19.0,0.1255,125.5,
11/03/2019,New Croton,Croton System,0,19.0,0.0566,56.6,
11/04/2019,New Croton,Croton System,0,19.0,0.0202,20.2,
11/05/2019,New Croton,Croton System,0,19.0,0.0078,7.8,
11/06/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/07/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/08/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/09/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/10/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/11/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/12/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/13/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/14/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/15/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/16/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/17/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/18/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/19/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/20/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/21/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/22/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/23/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/24/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/25/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
11/26/2019,New Croton,Croton System,0,19.0,0.0065,6.5,
11/27/2019,New Croton,Croton System,0,19.0,0.0065,6.5,
11/28/2019,New Croton,Croton System,0,19.0,0.0065,6.5,
11/29/2019,New Croton,Croton System,0,19.0,0.0065,6.5,
11/30/2019,New Croton,Croton System,0,19.0,0.0065,6.5,
12/01/2019,New Croton,Croton System,0,19.0,0.0065,6.5,
12/02/2019,New Croton,Croton System,0,19.0,0.0065,6.5,
12/03/2019,New Croton,Croton System,0,19.0,0.0065,6.5,
12/04/2019,New Croton,Croton System,0,19.0,0.0065,6.5,
12/05/2019,New Croton,Croton System,0,19.0,0.0065,6.5,
12/06/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
12/07/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
12/08/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
12/09/2019,New Croton,Croton System,0,19.0,0.0072,7.2,
12/10/2019,New Croton,Croton System,0,19.0,0.2808,280.8,
12/11/2019,New Croton,Croton System,0,19.0,0.5564,556.4,
12/12/2019,New Croton,Croton System,0,19.0,0.4459,445.9,
12/13/2019,New Croton,Croton System,0,19.0,0.3640,364.0,
12/14/2019,New Croton,Croton System,0,19.0,1.0985,1098.5,
12/15/2019,New Croton,Croton System,0,19.0,0.9945,994.5,
12/16/2019,New Croton,Croton System,0,19.0,0.6500,650.0,
12/17/2019,New Croton,Croton System,0,19.0,0.5967,596.7,
12/18/2019,New Croton,Croton System,0,19.0,0.5649,564.9,
12/19/2019,New Croton,Croton System,0,19.0,0.4856,485.6,
12/20/2019,New Croton,Croton System,0,19.0,0.3959,395.9,
12/21/2019,New Croton,Croton System,0,19.0,0.3296,329.6,
12/22/2019,New Croton,Croton System,0,19.0,0.2971,297.1,
12/23/2019,New Croton,Croton System,0,19.0,0.2990,299.0,
12/24/2019,New Croton,Croton System,0,19.0,0.3309,330.9,
12/25/2019,New Croton,Croton System,0,19.0,0.3185,318.5,
12/26/2019,New Croton,Croton System,0,19.0,0.3036,303.6,
12/27/2019,New Croton,Croton System,0,19.0,0.2971,297.1,
12/28/2019,New Croton,Croton System,0,19.0,0.2743,274.3,
12/29/2019,New Croton,Croton System,0,19.0,0.2470,247.0,
12/30/2019,New Croton,Croton System,0,19.0,0.4440,444.0,
12/31/2019,New Croton,Croton System,0,19.0,0.6279,627.9,
01/01/2020,New Croton,Croton System,0,19.0,0.4466,446.6,
01/02/2020,New Croton,Croton System,0,19.0,0.3478,347.8,
01/03/2020,New Croton,Croton System,0,19.0,0.3133,313.3,
01/04/2020,New Croton,Croton System,0,19.0,0.3218,321.8,
01/05/2020,New Croton,Croton System,0,19.0,0.3120,312.0,
01/06/2020,New Croton,Croton System,0,19.0,0.2867,286.7,
01/07/2020,New Croton,Croton System,0,19.0,0.2717,271.7,
01/08/2020,New Croton,Croton System,0,19.0,0.2496,249.6,
01/09/2020,New Croton,Croton System,0,19.0,0.2295,229.5,
01/10/2020,New Croton,Croton System,0,19.0,0.2139,213.9,
01/11/2020,New Croton,Croton System,0,19.0,0.2197,219.7,
01/12/2020,New Croton,Croton System,0,19.0,0.2574,257.4,
01/13/2020,New Croton,Croton System,0,19.0,0.2535,253.5,
01/14/2020,New Croton,Croton System,0,19.0,0.2295,229.5,
01/15/2020,New Croton,Croton System,0,19.0,0.2191,219.1,
01/16/2020,New Croton,Croton System,0,19.0,0.2139,213.9,
01/17/2020,New Croton,Croton System,0,19.0,0.1989,198.9,
01/18/2020,New Croton,Croton System,0,19.0,0.1853,185.3,
01/19/2020,New Croton,Croton System,0,19.0,0.2015,201.5,
01/20/2020,New Croton,Croton System,0,19.0,0.1931,193.1,
01/21/2020,New Croton,Croton System,0,19.0,0.1723,172.3,
01/22/2020,New Croton,Croton System,0,19.0,0.1671,167.1,
01/23/2020,New Croton,Croton System,0,19.0,0.1671,167.1,
01/24/2020,New Croton,Croton System,0,19.0,0.1690,169.0,
01/25/2020,New Croton,Croton System,0,19.0,0.2535,253.5,
01/26/2020,New Croton,Croton System,0,19.0,0.5610,561.0,
01/27/2020,New Croton,Croton System,0,19.0,0.4342,434.2,
01/28/2020,New Croton,Croton System,0,19.0,0.3335,333.5,
01/29/2020,New Croton,Croton System,0,19.0,0.2828,282.8,
01/30/2020,New Croton,Croton System,0,19.0,0.2431,243.1,
01/31/2020,New Croton,Croton System,0,19.0,0.2282,228.2,
02/01/2020,New Croton,Croton System,0,19.0,0.2236,223.6,
02/02/2020,New Croton,Croton System,0,19.0,0.2327,232.7,
02/03/2020,New Croton,Croton System,0,19.0,0.2678,267.8,
02/04/2020,New Croton,Croton System,0,19.0,0.2555,255.5,
02/05/2020,New Croton,Croton System,0,19.0,0.2470,247.0,
02/06/2020,New Croton,Croton System,0,19.0,0.2841,284.1,
02/07/2020,New Croton,Croton System,0,19.0,0.3354,335.4,
02/08/2020,New Croton,Croton System,0,19.0,0.3406,340.6,
02/09/2020,New Croton,Croton System,0,19.0,0.2769,276.9,
02/10/2020,New Croton,Croton System,0,19.0,0.2945,294.5,
02/11/2020,New Croton,Croton System,0,19.0,0.4167,416.7,
02/12/2020,New Croton,Croton System,0,19.0,0.4583,458.3,
02/13/2020,New Croton,Croton System,0,19.0,0.6292,629.2,
02/14/2020,New Croton,Croton System,0,19.0,0.6890,689.0,
02/15/2020,New Croton,Croton System,0,19.0,0.5428,542.8,
02/16/2020,New Croton,Croton System,0,19.0,0.4875,487.5,
02/17/2020,New Croton,Croton System,0,19.0,0.4940,494.0,
02/18/2020,New Croton,Croton System,0,19.0,0.4667,466.7,
02/19/2020,New Croton,Croton System,0,19.0,0.4563,456.3,
02/20/2020,New Croton,Croton System,0,19.0,0.4251,425.1,
02/21/2020,New Croton,Croton System,0,19.0,0.3939,393.9,
02/22/2020,New Croton,Croton System,0,19.0,0.3640,364.0,
02/23/2020,New Croton,Croton System,0,19.0,0.3595,359.5,
02/24/2020,New Croton,Croton System,0,19.0,0.3419,341.9,
02/25/2020,New Croton,Croton System,0,19.0,0.3400,340.0,
02/26/2020,New Croton,Croton System,0,19.0,0.3640,364.0,
02/27/2020,New Croton,Croton System,0,19.0,0.5005,500.5,
02/28/2020,New Croton,Croton System,0,19.0,0.5447,544.7,
02/29/2020,New Croton,Croton System,0,19.0,0.4661,466.1,
03/01/2020,New Croton,Croton System,0,19.0,0.4082,408.2,
03/02/2020,New Croton,Croton System,0,19.0,0.3790,379.0,
03/03/2020,New Croton,Croton System,0,19.0,0.3738,373.8,
03/04/2020,New Croton,Croton System,0,19.0,0.3907,390.7,
03/05/2020,New Croton,Croton System,0,19.0,0.3666,366.6,
03/06/2020,New Croton,Croton System,0,19.0,0.3439,343.9,
03/07/2020,New Croton,Croton System,0,19.0,0.5311,531.1,
03/08/2020,New Croton,Croton System,0,19.0,0.4648,464.8,
03/09/2020,New Croton,Croton System,0,19.0,0.4427,442.7,
03/10/2020,New Croton,Croton System,0,19.0,0.4323,432.3,
03/11/2020,New Croton,Croton System,0,19.0,0.4329,432.9,
03/12/2020,New Croton,Croton System,0,19.0,0.4323,432.3,
03/13/2020,New Croton,Croton System,0,19.0,0.4323,432.3,
03/14/2020,New Croton,Croton System,0,19.0,0.4271,427.1,
03/15/2020,New Croton,Croton System,0,19.0,0.4290,429.0,
03/16/2020,New Croton,Croton System,0,19.0,0.3010,301.0,
03/17/2020,New Croton,Croton System,0,19.0,0.1073,107.3,
03/18/2020,New Croton,Croton System,0,19.0,0.1352,135.2,
03/19/2020,New Croton,Croton System,0,19.0,0.1352,135.2,
03/20/2020,New Croton,Croton System,0,19.0,0.2652,265.2,
03/21/2020,New Croton,Croton System,0,19.0,0.3699,369.9,
03/22/2020,New Croton,Croton System,0,19.0,0.3705,370.5,
03/23/2020,New Croton,Croton System,0,19.0,0.1606,160.6,
03/24/2020,New Croton,Croton System,0,19.0,0.3751,375.1,
03/25/2020,New Croton,Croton System,0,19.0,0.5792,579.2,
03/26/2020,New Croton,Croton System,0,19.0,0.4960,496.0,
03/27/2020,New Croton,Croton System,0,19.0,0.4739,473.9,
03/28/2020,New Croton,Croton System,0,19.0,0.4713,471.3,
03/29/2020,New Croton,Croton System,0,19.0,0.4817,481.7,
